,OBJECTID,DOCUMENT_NBR,CRASH_REPORT_LINK,CRASH_YR,CRASH_MONTH_YEAR,DISTRICT_NBR,NLFID,NLF_JUR_CD,NLF_COUNTY_CD,COUNTY_LOG_NBR,ODOT_LATITUDE_NBR,ODOT_LONGITUDE_NBR,ODOT_FIPS_CD,AREA_CODE,CRASH_DATE,CRASH_SEVERITY_CD,CRASH_TYPE_CD,DAY_IN_WEEK_CD,DISTRACTED_DRIVER_IND,FACILITY_TYPE_CD,FHWA_RDWY_DEPARTURE_IND,FREEWAY_IND,FUNCTIONAL_CLASS_CD,HOUR_OF_CRASH,INCAPAC_INJURIES_NBR,INTERCHANGE_ID,INTERSECTION_ID_CURRENT,INTERSECTION_LEG_ID,INTERSTATE_IND,INV_LOG_NBR,INV_NLFID,IS_COMMERCIAL_RELATED,LIGHT_COND_PRIMARY_CD,LOCAL_REPORT_NUMBER_ID,MAINTENANCE_AUTHORITY_CD,MONTH_OF_CRASH,NHS_CD,NO_INJURY_REPORTED_NBR,NON_INCAPAC_INJURIES_NBR,NUMBER_OF_UNITS_NBR,ODOT_CITY_VILLAGE_TWP_NME,ODOT_CRASH_LOCATION_CD,ODOT_DIR_FROM_REF_CD,ODOT_DIV_UNDIV_IND,ODOT_INTERSECTION_REL_IND,ODOT_LANES_NBR,ODOT_MAINTAINED_HWY_IND,ODOT_MILES_FROM_REF_NBR,ODOT_REF_ROUTE_PREFIX_CD,ODOT_YOUNG_DRIVER_IND,ODPS_ADDRESS_REFERENCE,ODPS_ALCOHOL_IND,ODPS_CITY_VILLAGE_TWP_NME,ODPS_DRUG_IND,ODPS_LOC_DIR_SUFFIX_CD,ODPS_LOC_IN_WORK_ZONE_CD,ODPS_LOC_ROAD_DIRECTION_CD,ODPS_LOC_ROAD_NME,ODPS_LOC_ROAD_SUFFIX_CD,ODPS_LOC_ROUTE_ID,ODPS_LOC_ROUTE_PREFIX_CD,ODPS_LOC_ROUTE_SUFFIX_CD,ODPS_MILEPOST_REFERENCE,ODPS_MOTORCYCLE_IND,ODPS_REF_DIR_SUFFIX_CD,ODPS_REF_DIRECTION_CD,ODPS_REF_GIVEN,ODPS_REF_POINT_USED_CD,ODPS_REF_ROUTE_ID,ODPS_REF_ROUTE_PREFIX_CD,ODPS_REF_ROUTE_SUFFIX_CD,ODPS_REF_SUFFIX_CD,ODPS_SCHOOL_ZONE_IND,ODPS_SENIOR_DRIVER_IND,ODPS_SPEED_IND,ODPS_TOTAL_FATALITIES_NBR,ODPS_TYPE_OF_WORK_ZONE_CD,ODPS_WORK_ZONE_IND,OPER_ACCESS_CONTROL_CD,POSSIBLE_INJURIES_NBR,ROAD_COND_PRIMARY_CD,ROAD_CONTOUR_CD,SA_RAMP_ID,SA_SEGMENT_ID,SECONDARY_CRASH,STATE_TRUE_LOG_NBR,U1_AGE_NBR,U1_AT_FAULT_IND,U1_CONT_CIR_PRIMARY_CD,U1_DIRECTION_FROM_CD,U1_DIRECTION_TO_CD,U1_DISTRACTED_BY_1_CD,U1_GENDER_CD,U1_IS_ALCOHOL_SUSPECTED,U1_IS_MARIJUANA_SUSPECTED,U1_IS_OTHER_DRUG_SUSPECTED,U1_NON_MOTORIST_LOC_CD,U1_NUMBER_OF_THRU_LANES,U1_OBJECT_STRUCK,U1_ODPS_UNIT_NBR,U1_OPERATINGIN_AUTONOMOUS_MODE,U1_POSTED_SPEED_NBR,U1_PRECRASH_ACTION_CD,U1_SEQ_OF_EVENTS_1_CD,U1_SEQ_OF_EVENTS_2_CD,U1_SEQ_OF_EVENTS_3_CD,U1_SEQ_OF_EVENTS_4_CD,U1_SEQ_OF_EVENTS_5_CD,U1_SEQ_OF_EVENTS_6_CD,U1_SPECIAL_FUNCTION_CD,U1_TRAFFIC_CONTROL_CD,U1_TURN_CD,U1_TYPE_OF_UNIT_CD,U1_UNIT_SPEED_NBR,U2_AGE_NBR,U2_CONT_CIR_PRIMARY_CD,U2_DIRECTION_FROM_CD,U2_DIRECTION_TO_CD,U2_DISTRACTED_BY_1_CD,U2_GENDER_CD,U2_NON_MOTORIST_LOC_CD,U2_ODPS_UNIT_NBR,U2_POSTED_SPEED_NBR,U2_PRECRASH_ACTION_CD,U2_SEQ_OF_EVENTS_1_CD,U2_SEQ_OF_EVENTS_2_CD,U2_SEQ_OF_EVENTS_3_CD,U2_SEQ_OF_EVENTS_4_CD,U2_SEQ_OF_EVENTS_5_CD,U2_SEQ_OF_EVENTS_6_CD,U2_SPECIAL_FUNCTION_CD,U2_TRAFFIC_CONTROL_CD,U2_TURN_CD,U2_TYPE_OF_UNIT_CD,U2_UNIT_SPEED_NBR,U3_CONT_CIR_PRIMARY_CD,U3_ODPS_UNIT_NBR,U3_PRECRASH_ACTION_CD,U3_SEQ_OF_EVENTS_1_CD,U3_SEQ_OF_EVENTS_2_CD,U3_SEQ_OF_EVENTS_3_CD,U3_SEQ_OF_EVENTS_4_CD,U3_SEQ_OF_EVENTS_5_CD,U3_SEQ_OF_EVENTS_6_CD,U3_SPECIAL_FUNCTION_CD,U3_TRAFFIC_CONTROL_CD,U3_TYPE_OF_UNIT_CD,UNRESTRAIN_OCCUPANTS,WEATHER_COND_CD,V1,Filter,fileNames,Narrative,clean_Narrative
1197,213080179,20213080179,https://hsip.dot.state.oh.us/api/report/20213080179,2021,5/1/2021 0:00,6,MFRAMR01207**C,M,FRA,0.518,39.954819,-83.052819,18000,19234.0,5/12/2021 0:00,Minor injury suspected,Pedalcycles,4,N,,N,N,Local roads,13,0,,60c803c3-cdf4-4dd9-b364-d71b04cdfce2,c72f6486-2c2b-4f6c-b837-2373c3beb4e4,N,0.518,MFRAMR01207**C,N,Daylight,210330003,4,5,,1,1,2,COLUMBUS,Four-way intersection,,N,Y,2.0,N,0.0,MR,N,,N,COLUMBUS,N,,,,Lechner,AVE,,,,,N,,,Fairmont,1,,,,AVE,N,N,N,0,,N,,0,Dry,Straight grade,,108260.0,N,0.518,10,Y,Ran stop sign,East,West,Other / unknown,F,N,N,N,Intersection ? other,2,Nothing struck,1,2,25,Straight ahead,Motor vehicle in transport,,,,,,None,Stop sign,No turn,Bicycle,10,37.0,1,2.0,1.0,1.0,M,,2,25.0,1.0,15,,,,,,1.0,6.0,NT,3,15.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213080179,"unit # 2 was n/b lechner ave at fairmont ave. unit # 1, a child on a bicycle, was w/b fairmont ave and failed to yield from the posted stop sign at lechner ave. unit # 1 rode into the path of unit # 2 and was struck by unit # 2. the child was transported to children's hospital in stable condition for an ankle injury. no other injuries were reported. no citation was issued due to the age of the child.", lechner fairmont child fairmont post lechner path child child stable ankle issue age child 
1199,213073008,20213073008,https://hsip.dot.state.oh.us/api/report/20213073008,2021,5/1/2021 0:00,4,MSUMMR00414**C,M,SUM,0.458,41.097836,-81.492118,1000,766.0,5/4/2021 0:00,Property damage only,Pedalcycles,3,N,,N,N,Local roads,11,0,,1074f53a-eab9-4a89-bda5-e0b5b5274348,ed2343eb-c8db-4363-a411-b4e0d5dc99e4,N,0.458,MSUMMR00414**C,N,Daylight,T21054768,4,5,,2,0,2,AKRON,Not an intersection,,N,Y,2.0,N,0.0,MR,N,,N,AKRON,N,,,,Fouse,AVE,,,,,N,,,Davis,1,,,,ST,N,N,N,0,,N,,0,Dry,Straight level,,83256.0,N,0.458,44,Y,Failure to yield,North,South,,M,N,N,N,Intersection ? marked crosswalk,1,Nothing struck,2,2,0,Other non-motorist,Motor vehicle in transport,,,,,,None,Stop sign,No turn,Bicycle,0,41.0,1,4.0,3.0,1.0,F,,1,25.0,1.0,15,,,,,,13.0,6.0,NT,3,2.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213073008,unit 1 was traveling eastbound on fouse checking the area for a male who ran from police. the male was orlando rich. rich failed to yield at the listed intersection and struck car 24. rich was apprehended and sent to cuyahoga falls on his multiple warrants., fouse check male male rich list apprehend send cuyahoga multiple warrant 
1200,213081844,20213081844,https://hsip.dot.state.oh.us/api/report/20213081844,2021,5/1/2021 0:00,4,CSTACR00254**C,C,STA,10.727,40.802829,-81.398472,12000,13375.0,5/15/2021 0:00,Minor injury suspected,Pedalcycles,7,N,,N,N,Minor arterial roads,16,0,,bf6d0def-af40-46c7-9a9c-1dac1c9dda48,7c806f08-fe55-4220-a480-b1b365095887,N,10.727,CSTACR00254**C,N,Daylight,2106653,4,5,,1,1,2,CANTON,Four-way intersection,,N,Y,4.0,N,0.0,MR,Y,,N,CANTON,N,N,,,HARRISON,AVE,,,,,N,N,,4TH,1,,,,ST,N,N,N,0,,N,,0,Dry,Straight level,,37187.0,N,10.727,24,Y,Failure to yield,South,North,,M,N,N,N,Intersection ? marked crosswalk,2,Nothing struck,1,2,35,Entering traffic lane,Motor vehicle in transport,,,,,,None,Signal,No turn,Bicycle,0,30.0,1,3.0,4.0,1.0,F,,2,35.0,1.0,15,,,,,,1.0,2.0,NT,3,,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213081844,unit 1 entered the intersection on a cross walk while operating a bicycle going north on harrison ave nw at the intersection of harrison ave nw and 4th st nw and when the light showed not to enter the roadway and admittdely did so. unit 2 who had the right of way was traveling west on 4th st nw through the intersection of harrison ave nw and 4th st nw and struck unit 1. r n, walk operating go show admittdely n
1202,213091912,20213091912,https://hsip.dot.state.oh.us/api/report/20213091912,2021,5/1/2021 0:00,12,CCUYCR00313**N,C,CUY,2.679,41.536491,-81.532224,16014,17668.0,5/20/2021 0:00,Minor injury suspected,Pedalcycles,5,N,Two-way roadway,N,N,Minor arterial roads,16,0,,7289cf4d-d662-487d-88cb-236cda8038d4,a974b5ce-16c5-4fcc-a8c2-9175d999e487,N,2.676,CCUYCR00313**C,N,Daylight,210989,4,5,,1,1,2,CLEVELAND HEIGHTS,Not an intersection,,Y,Y,4.0,N,0.0,CR,N,,N,SOUTH EUCLID,N,,,,MONTICELLO,BLVD,,,,,N,,S,BELVOIR,1,,,,BLVD,N,N,N,0,,N,,0,Dry,Straight level,,28468.0,N,2.679,14,Y,Improper crossing,East,West,,F,N,N,N,Shared use paths or trails,4,Nothing struck,2,2,35,Straight ahead,Motor vehicle in transport,,,,,,None,Signal,No turn,Bicycle,5,49.0,1,2.0,1.0,1.0,F,,1,35.0,1.0,15,,,,,,1.0,2.0,NT,3,35.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213091912,"unit 1 was traveling northbound on south belvoir in the second lane from the curb crossing monticello blvd. unit 2 was traveling westbound on monticello blvd in the crosswalk and struck the passenger side of unit 1. unit 1 stated she had a green light while crossing the intersection. unit 2 did not state if the light was green or red when crossing but was riding with 3 other bicycleists. latorria mitchell, unit 2 s mother responded to the scene and took custody of her daughter after she was cleared by sefd.", belvoir second monticello monticello bicycleist latorria mitchell mother take custody daughter sefd 
1203,213092204,20213092204,https://hsip.dot.state.oh.us/api/report/20213092204,2021,5/1/2021 0:00,12,CCUYCR00027**C,C,CUY,6.973,41.372212,-81.836876,49644,17668.0,5/31/2021 0:00,Property damage only,Pedalcycles,2,N,,N,N,Other principal arterial roads,15,0,,,,N,6.973,CCUYCR00027**C,N,Daylight,2100154,4,5,N,2,0,2,MIDDLEBURG HEIGHTS,Not an intersection,,N,N,4.0,N,0.0,,Y,19201,N,MIDDLEBURG HEIGHTS,N,,,,BAGLEY,RD,,,,,N,,,,3,,,,,N,N,N,0,,N,,0,Dry,Straight level,,41733.0,N,6.973,0,Y,Failure to yield,South,East,Other / unknown,U,N,N,N,Data not valid or not provided,4,Nothing struck,2,0,15,Making righturn,Pedalcycle,,,,,,Other / unknown,No control,Right turn,Sport utility vehicle,2,19.0,1,3.0,4.0,1.0,M,3.0,1,35.0,1.0,20,,,,,,1.0,6.0,NT,26,1.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213092204,"unit #1 (bicycle) was riding westbound on the south side of bagley rd., and stopped at the driveway to the cuyahoga county fairgrounds located at 19201 bagley rd. the rider said unit #2 was exiting the fairgrounds, was in the curb lane to turn eastbound, and was stopped at the crosswalk. unit #1 observed the driver of unit #2 looking at oncoming westbound traffic. unit #1 proceeded through the driveway. unit #2 pulled forward and struck unit #1. the operators spoke with each other for a moment. unit #2 then drove away without attempting to exchange information. the rider was treated at the scene and did not want any further medical treatment. a witness advised unit #2 was a black chevrolet trailblazer with a round sticker on the rear passenger s side window. the driver was a male with a long beard.", cuyahoga fairground locate say fairground look oncoming proceeded forward speak moment away exchange want advise chevrolet trailblazer round sticker window male beard 
1204,213102378,20213102378,https://hsip.dot.state.oh.us/api/report/20213102378,2021,6/1/2021 0:00,12,CCUYCR00020**C,C,CUY,7.972,41.53897,-81.46322,48468,17668.0,6/11/2021 0:00,Minor injury suspected,Pedalcycles,6,N,,N,N,Major collector roads,11,0,,cc16bea8-bffb-422b-9f89-266312314d98,263c631c-1e7a-465d-9313-25c93255b7c5,N,7.972,CCUYCR00020**C,N,Daylight,2102418,4,6,,1,1,2,MAYFIELD,Four-way intersection,S,N,Y,2.0,N,0.001,CR,Y,,N,MAYFIELD,N,,,,LANDER,RD,,,,,N,,,WILSON MILLS,1,,,,RD,N,N,N,0,,N,,0,Dry,Straight level,,49740.0,N,7.972,17,Y,Failure to yield,East,West,,M,N,N,N,Intersection ? marked crosswalk,2,Nothing struck,1,2,35,Entering traffic lane,Motor vehicle in transport,,,,,,None,Signal,No turn,Bicycle,10,43.0,1,2.0,3.0,1.0,M,,2,35.0,11.0,15,,,,,,1.0,2.0,RT,3,0.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213102378,"unit 1 was driving a dynacraft flowmaster bicycle on the sidewalk westbound wilson mills road near lander road. unit 2 was stopped in the right lane northbound on lander road at wilson mills road preparing to make a right turn. unit 2 was stopped on top of the crosswalk when unit 1 entered the crosswalk without stopping or noting any signal permitting him to do so. unit 1 failed to yield to unit 2, striking the vehicle with his bicycle causing minor damage. immediately after the impact, the bicycle was run over by unit #2 damaging a tire.", dynacraft flowmaster near lander lander prepare note permitting immediately impact damaging tire 
1205,213111769,20213111769,https://hsip.dot.state.oh.us/api/report/20213111769,2021,6/1/2021 0:00,12,CCUYCR00010**C,C,CUY,0.124,41.414913,-81.734451,61000,17668.0,6/26/2021 0:00,Minor injury suspected,Pedalcycles,7,N,,N,N,Other principal arterial roads,12,0,,67e3f09a-fd09-4e53-bc58-e303887604c9,fa688ff9-e3ef-40cc-9f90-a80eebde23f2,N,0.124,CCUYCR00010**C,N,Daylight,2210418,4,6,N,1,1,2,PARMA,Four-way intersection,,N,Y,4.0,N,0.0,MR,N,,N,PARMA,N,,,,MARLBOROUGH,AVE,,,,,N,,,RIDGE,1,10,CR,,RD,N,N,N,0,,N,,0,Dry,Straight level,,6844.0,N,0.124,50,N,Not discernible,West,East,Other / unknown,M,N,N,N,Data not valid or not provided,2,Nothing struck,1,2,25,Straight ahead,Pedalcycle,,,,,,None,Signal,No turn,Sport utility vehicle,5,13.0,22,2.0,1.0,9.0,M,1.0,2,25.0,1.0,20,,,,,,1.0,2.0,NT,26,5.0,,,,,,,,,,,,,0,Cloudy,,Non_WZ_Non_CMV,2021/pdf/213111769,"unit #2 was traveling northbound, on the sidewalk, on the west side of ridge rd. (c.r. 10) and approaching the intersection of ridge rd. and marlborough ave. r n r nunit #2 was traveling eastbound on marlborough ave. in the only eastbound lane and approaching the intersection of marlborough ave. and ridge rd. r n r nit is unclear as to what signal(s) the traffic control device(s) were displaying for both unit #1 and unit #2. r n r nunit #1 struck unit #2 as unit #2 entered the marked crosswalk. r n r nunit #1 then fled the scene but was later located due to witness information. rn",  marlborough marlborough marlborough nit unclear device display marked later locate rn
1206,213112275,20213112275,https://hsip.dot.state.oh.us/api/report/20213112275,2021,6/1/2021 0:00,6,MFRAMR04219**C,M,FRA,0.815,40.074984,-83.12206,18000,19234.0,6/26/2021 0:00,Minor injury suspected,Pedalcycles,7,N,,N,N,Other principal arterial roads,21,0,,,,N,0.815,MFRAMR04219**C,N,Dark - lighted roadway,210462617,4,6,,1,1,2,COLUMBUS,T-intersection,W,N,Y,4.0,N,0.005,,Y,,N,COLUMBUS,N,,,,BRELSFORD,LN,,,,,N,,,FRANZ,1,,,,RD,N,N,N,0,,N,,0,Dry,Straight level,,322608.0,N,0.815,19,Y,Failure to yield,South,North,,M,N,N,N,Intersection ? unmarked crosswalk,2,Nothing struck,1,2,45,Straight ahead,Motor vehicle in transport,,,,,,None,Stop sign,No turn,Bicycle,5,24.0,1,4.0,3.0,1.0,F,,2,45.0,1.0,15,,,,,,1.0,4.0,NT,3,5.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213112275,"unit 1 was traveling north on the side walk on the west side of franz rd, south of brelsford ln. unit 2 was traveling east on brelsford ln, west of franz rd. the operator of unit 1 stated he approached the intersection while on the sidewalk and slowed down a little it. unit 1 stated he thought unit 2 was going to let him go, but she pulled forward and struck him. the driver of unit 2 stated she pulled up to the stop sign and edged forward looking for oncoming traffic. the driver of unit 2 stated a break in traffic happened and she started to go when unit 1 came from her right side and struck the front of her vehicle. cfd m34 responded and treated unit 1 for right leg and foot pain. unit 1 was treated at the scene and not transported. unit 1 sustained functional damage and unit 2 sustained minor damage. the operator of unit 1 was cited for right of way bike crossings.", walk brelsford brelsford approached thought going let forward edge forward look oncoming break happen start leg foot pain sustain functional sustained 
1207,213083551,20213083551,https://hsip.dot.state.oh.us/api/report/20213083551,2021,5/1/2021 0:00,12,CCUYCR00014**C,C,CUY,8.266,41.540278,-81.528847,73264,17668.0,5/15/2021 0:00,Minor injury suspected,Pedalcycles,7,N,,N,N,Minor arterial roads,18,0,,2de3deac-d757-4c06-89c2-44588856b875,449e74b0-b6ed-46d2-acc4-6441cc76a39f,N,8.266,CCUYCR00014**C,N,Daylight,210943,4,5,,1,1,2,SOUTH EUCLID,Not an intersection,,N,N,4.0,N,0.0,,Y,533,N,SOUTH EUCLID,N,,,S,GREEN,RD,,,,,N,,,533RD,3,,,,,N,N,N,0,,N,,0,Dry,Straight level,,41994.0,N,8.266,19,Y,Failure to yield,South,West,,F,N,N,N,Travel lane ? other location,4,Nothing struck,2,2,25,Entering traffic lane,Motor vehicle in transport,,,,,,None,No control,Left turn,Bicycle,5,46.0,1,2.0,1.0,1.0,F,,1,25.0,1.0,15,,,,,,1.0,6.0,NT,3,25.0,,,,,,,,,,,,,0,Cloudy,,Non_WZ_Non_CMV,2021/pdf/213083551,unit #1 was traveling northbound on s. green rd. in the curb lane at 533 s. green rd.. unit #2 was traveling northbound on the sidewalk at 533 s. green rd.. unit #2 entered the roadway while attempting to cross s. green rd. and was struck by unit #1. r n r nunit #1 received minor scratches to the left center doors. unit #2 received minor damage to the left handlebar on the bicycle. bicyclist was not wearing a helmet and received minor injury to her head after falling to the ground.,  receive scratch center door receive handlebar wear helmet receive fall ground 
1208,213084160,20213084160,https://hsip.dot.state.oh.us/api/report/20213084160,2021,5/1/2021 0:00,1,SDEFSR00015**C,S,DEF,14.389,41.294812,-84.360768,21308,99720.0,5/10/2021 0:00,Injury possible,Pedalcycles,2,N,Two-way roadway,N,N,Minor arterial roads,17,0,,c440e970-c00d-4895-8571-9157397559e7,7f594c07-c0eb-4b31-99c9-d416f5e40f84,N,14.389,SDEFSR00015**C,N,Daylight,DPD-21-04457,4,5,,0,0,2,DEFIANCE,Four-way intersection,N,N,Y,4.0,N,0.002,MR,N,,N,DEFIANCE,N,,,W,SECOND,ST,18,SR,,,N,,,JEFFERSON,1,66,SR,,AVE,N,Y,N,0,,N,3.0,2,Dry,Straight level,,295811.0,N,33.471,86,Y,Failure to yield,South,East,Data not valid or not provided,U,N,N,N,Data not valid or not provided,4,Nothing struck,2,0,0,Unknown,Pedalcycle,,,,,,None,Signal,Right turn,Sport utility vehicle,0,28.0,20,3.0,4.0,1.0,M,1.0,1,,1.0,20,,,,,,1.0,2.0,NT,26,,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213084160,unit 1 was operating a bicycle westbound on the sidewalk on w. second st. and jefferson ave. unit 2 was stopped at a redlight. unit 1 began driving across the crosswalk. unit 2 proceeded to strike unit 1 with its front end. unit 1 was struck on its left side., operating second redlight proceed end 
1211,213084185,20213084185,https://hsip.dot.state.oh.us/api/report/20213084185,2021,5/1/2021 0:00,4,TSTATR00234**C,T,STA,0.757,40.872038,-81.499943,38094,13375.0,5/17/2021 0:00,Minor injury suspected,Pedalcycles,2,N,,N,N,Major collector roads,11,0,,a90797d2-fd60-438f-8515-a3db1ff1d7cb,07d64efa-99a7-4d85-87ed-fdb9c1d77b74,N,0.757,TSTATR00234**C,N,Daylight,21-23075,3,5,,1,1,2,JACKSON TOWNSHIP,Four-way intersection,,N,Y,2.0,N,0.0,TR,N,,N,JACKSON TOWNSHIP,N,,,,ARLINGTON,AVE,,,,,N,,,MUDBROOK,1,,,,ST,N,Y,N,0,,N,,0,Dry,Straight level,,227278.0,N,0.757,36,Y,Failure to yield,South,North,,F,N,N,N,Data not valid or not provided,3,Nothing struck,1,0,40,Straight ahead,Pedalcycle,,,,,,None,Stop sign,No turn,Sport utility vehicle,5,79.0,1,4.0,3.0,1.0,M,3.0,2,40.0,1.0,20,,,,,,1.0,4.0,NT,26,,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213084185,"unit 1 was traveling northbound on arlington ave nw, and stopped at the intersection at mudbrook st. unit 2 was traveling eastbound on mudbrook st nw, after already having stopped at the stop sign on mudbrook and arlington. unit 1 failed to yield the right of way at the 4-way stop, causing unit 2 to strike unit 1 on the left driver side door and mirror. ja", mudbrook mudbrook having mudbrook door mirror 
1212,213084200,20213084200,https://hsip.dot.state.oh.us/api/report/20213084200,2021,5/1/2021 0:00,12,SCUYRA18032**C,S,CUY,0.157,41.372017,-81.821992,49644,83980.0,5/18/2021 0:00,Minor injury suspected,Pedalcycles,3,N,Ramp,N,Y,Interstate route,10,0,13700.0,,,Y,0.157,SCUYRA18032**C,N,Daylight,2100132,1,5,,1,1,2,MIDDLEBURG HEIGHTS,T-intersection,,N,Y,,Y,0.0,IR,N,,N,MIDDLEBURG HEIGHTS,N,,,,BAGLEY,RD,,,,,N,,,I 71 N,1,71,IR,,,N,N,N,0,,N,1.0,0,Dry,Straight grade,,,N,0.157,0,Y,Ran red light,North,West,Other / unknown,F,N,N,N,Data not valid or not provided,1,Nothing struck,2,0,60,Making righturn,Pedalcycle,,,,,,Other / unknown,Signal,Right turn,Sport utility vehicle,20,59.0,1,3.0,4.0,1.0,M,3.0,1,35.0,1.0,20,,,,,,1.0,2.0,NT,26,4.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213084200,"unit #1 (bicycle) was riding westbound on bagley rd., and was crossing over ir71 southbound exit ramp onto bagley rd. the rider said the traffic light was red for the exiting traffic and he had the right way. his front bicycle tire was on the sidewalk and his rear tire was on the exit ramp. at this time, unit #2 was exiting the ramp in the curb lane and turning westbound onto bagley rd. unit #2 did not stop at the traffic light and made contact with the rear wheel of unit #1. the rider did not think unit #2 knew the rider was struck. unit #2 continued driving without stopping. the rider could only advise that unit #2 was a white suv, white female driver, and had blonde hair. he would not be able to identify the driver. the rider was transported to swgh for further medical treatment.", say tire tire contact wheel think know continue advise female blonde hair able identify swgh 
1213,213123528,20213123528,https://hsip.dot.state.oh.us/api/report/20213123528,2021,7/1/2021 0:00,12,CCUYCR00020**C,C,CUY,7.401,41.530702,-81.46323,35252,17668.0,7/6/2021 0:00,Serious injury suspected,Pedalcycles,3,N,,N,N,Major collector roads,14,1,,25529659-f360-4472-9f61-f5b758fd7733,7b49dace-3e65-4b46-9cf0-e68078dd5147,N,7.401,CCUYCR00020**C,N,Daylight,2211870035,4,7,,1,0,2,HIGHLAND HEIGHTS,Four-way intersection,,N,Y,2.0,N,0.0,CR,N,,N,MAYFIELD HEIGHTS,N,,,,LANDER,RD,,,,,N,,,RIDGEBURY,1,,,,BLVD,N,Y,N,0,,N,,0,Dry,Straight level,,49740.0,N,7.401,14,N,Not discernible,West,East,,M,N,N,N,Intersection ? marked crosswalk,4,Nothing struck,1,2,0,Entering traffic lane,Motor vehicle in transport,,,,,,None,Signal,No turn,Bicycle,0,74.0,22,1.0,2.0,1.0,F,,2,35.0,1.0,15,,,,,,1.0,2.0,NT,3,35.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213123528,"unit #2 was southbound, on lander rd traveling through ridgebury blvd. unit #1 was traveling east in the crosswalk of ridgebury blvd, crossing lander rd. unit #2 struck unit #1. unable to determine at fault unit base on conflicting statements.", lander ridgebury ridgebury lander unable determine fault base conflict statement 
1215,213087089,20213087089,https://hsip.dot.state.oh.us/api/report/20213087089,2021,5/1/2021 0:00,4,CSTACR00066**C,C,STA,7.495,40.874237,-81.401506,56294,13375.0,5/8/2021 0:00,Property damage only,Pedalcycles,7,N,,N,N,Other principal arterial roads,10,0,,,,N,7.495,CSTACR00066**C,N,Daylight,21-005441,4,5,,3,0,2,NORTH CANTON,T-intersection,,N,Y,3.0,N,0.0,,N,,N,NORTH CANTON,N,,,S,MAIN,ST,,,,,N,S,,BITZER,1,,,,ST,N,N,N,0,,N,,0,Dry,Straight level,,21568.0,N,7.495,43,N,None,East,West,,M,N,N,N,Data not valid or not provided,2,Nothing struck,1,0,25,Slowing or stopped in traffic,Pedalcycle,,,,,,None,Stop sign,No turn,Sport utility vehicle,8,10.0,22,1.0,2.0,1.0,M,3.0,2,,1.0,20,,,,,,1.0,6.0,NT,26,10.0,,,,,,,,,,,,,1,Cloudy,,Non_WZ_Non_CMV,2021/pdf/213087089,"unit-1 was westbound in the 100-block of bitzer st. se, and slowing down for a stop at the stop sign at s. main st. unit-2 , a juvenile bicyclist, was riding southbound on the sidewalk on the east side of the 200-block of s. main st. the unit 2 continued across bitzer st. se as unit-1 was, pulling up to the stop sign on bitzer st. unit-2 rode out in front of unit-1 and was struck by unit-1. the bicyclist was knocked to the ground and the bicycle received minor damage. unit-1 received minor damage to its front end. fault was not determined and neither unit was cited.", bitzer  juvenile continue bitzer bitzer knock ground receive receive end fault determined 
1216,213087225,20213087225,https://hsip.dot.state.oh.us/api/report/20213087225,2021,5/1/2021 0:00,12,SLAKSR00615**C,S,LAK,6.705,41.705067,-81.358791,49056,17668.0,5/22/2021 0:00,Minor injury suspected,Pedalcycles,7,N,Two-way roadway,N,N,Minor arterial roads,12,0,,07c4c20f-b56e-408c-bdbb-34f2e73ed2f9,62e38c40-8e1c-446d-861b-276151b22057,N,6.705,SLAKSR00615**C,N,Daylight,2021-00016370,4,5,,1,1,2,MENTOR,T-intersection,,N,Y,2.0,N,0.0,MR,N,,N,MENTOR,N,,,,MUNSON,RD,615,SR,,,N,,,LAKEWAY,1,,,,RD,N,Y,N,0,,N,3.0,0,Dry,Straight level,,197206.0,N,6.705,80,Y,Other improper action,North,East,Other distraction outside the vehicle,M,N,N,N,Data not valid or not provided,2,Nothing struck,1,0,25,Making leftturn,Pedalcycle,,,,,,None,Stop sign,Left turn,Sport utility vehicle,5,12.0,1,2.0,1.0,1.0,M,3.0,2,25.0,20.0,20,,,,,,1.0,6.0,NT,26,2.0,,,,,,,,,,,,,0,Clear,,Non_WZ_Non_CMV,2021/pdf/213087225,"unit 1 had stopped at the stop sign on lakeway, waiting to turn left onto sr 615 (munson rd.). unit 2 was a bicycle that was waiting to cross munson rd. the witness was e/b on munson rd, waiting to turn left onto lakeway. the witness stated she waived unit 2 to cross the road. unit 1 thought the witness was waiving him to go because he did not see unit 2. unit 1 struck unit 2 in the e/b lane of munson rd.", wait waiting wait waive think waive 
