OBJECTID,DOCUMENT_NBR,CRASH_REPORT_LINK,CRASH_YR,CRASH_MONTH_YEAR,DISTRICT_NBR,NLFID,NLF_JUR_CD,NLF_COUNTY_CD,COUNTY_LOG_NBR,ODOT_LATITUDE_NBR,ODOT_LONGITUDE_NBR,ODOT_FIPS_CD,AREA_CODE,CRASH_DATE,CRASH_SEVERITY_CD,CRASH_TYPE_CD,DAY_IN_WEEK_CD,DISTRACTED_DRIVER_IND,FACILITY_TYPE_CD,FHWA_RDWY_DEPARTURE_IND,FREEWAY_IND,FUNCTIONAL_CLASS_CD,HOUR_OF_CRASH,INCAPAC_INJURIES_NBR,INTERCHANGE_ID,INTERSECTION_ID_CURRENT,INTERSECTION_LEG_ID,INTERSTATE_IND,INV_LOG_NBR,INV_NLFID,IS_COMMERCIAL_RELATED,LIGHT_COND_PRIMARY_CD,LOCAL_REPORT_NUMBER_ID,MAINTENANCE_AUTHORITY_CD,MONTH_OF_CRASH,NHS_CD,NO_INJURY_REPORTED_NBR,NON_INCAPAC_INJURIES_NBR,NUMBER_OF_UNITS_NBR,ODOT_CITY_VILLAGE_TWP_NME,ODOT_CRASH_LOCATION_CD,ODOT_DIR_FROM_REF_CD,ODOT_DIV_UNDIV_IND,ODOT_INTERSECTION_REL_IND,ODOT_LANES_NBR,ODOT_MAINTAINED_HWY_IND,ODOT_MILES_FROM_REF_NBR,ODOT_REF_ROUTE_PREFIX_CD,ODOT_YOUNG_DRIVER_IND,ODPS_ADDRESS_REFERENCE,ODPS_ALCOHOL_IND,ODPS_CITY_VILLAGE_TWP_NME,ODPS_DRUG_IND,ODPS_LOC_DIR_SUFFIX_CD,ODPS_LOC_IN_WORK_ZONE_CD,ODPS_LOC_ROAD_DIRECTION_CD,ODPS_LOC_ROAD_NME,ODPS_LOC_ROAD_SUFFIX_CD,ODPS_LOC_ROUTE_ID,ODPS_LOC_ROUTE_PREFIX_CD,ODPS_LOC_ROUTE_SUFFIX_CD,ODPS_MILEPOST_REFERENCE,ODPS_MOTORCYCLE_IND,ODPS_REF_DIR_SUFFIX_CD,ODPS_REF_DIRECTION_CD,ODPS_REF_GIVEN,ODPS_REF_POINT_USED_CD,ODPS_REF_ROUTE_ID,ODPS_REF_ROUTE_PREFIX_CD,ODPS_REF_ROUTE_SUFFIX_CD,ODPS_REF_SUFFIX_CD,ODPS_SCHOOL_ZONE_IND,ODPS_SENIOR_DRIVER_IND,ODPS_SPEED_IND,ODPS_TOTAL_FATALITIES_NBR,ODPS_TYPE_OF_WORK_ZONE_CD,ODPS_WORK_ZONE_IND,OPER_ACCESS_CONTROL_CD,POSSIBLE_INJURIES_NBR,ROAD_COND_PRIMARY_CD,ROAD_CONTOUR_CD,SA_RAMP_ID,SA_SEGMENT_ID,SECONDARY_CRASH,STATE_TRUE_LOG_NBR,U1_AGE_NBR,U1_AT_FAULT_IND,U1_CONT_CIR_PRIMARY_CD,U1_DIRECTION_FROM_CD,U1_DIRECTION_TO_CD,U1_DISTRACTED_BY_1_CD,U1_GENDER_CD,U1_IS_ALCOHOL_SUSPECTED,U1_IS_MARIJUANA_SUSPECTED,U1_IS_OTHER_DRUG_SUSPECTED,U1_NON_MOTORIST_LOC_CD,U1_NUMBER_OF_THRU_LANES,U1_OBJECT_STRUCK,U1_ODPS_UNIT_NBR,U1_OPERATINGIN_AUTONOMOUS_MODE,U1_POSTED_SPEED_NBR,U1_PRECRASH_ACTION_CD,U1_SEQ_OF_EVENTS_1_CD,U1_SEQ_OF_EVENTS_2_CD,U1_SEQ_OF_EVENTS_3_CD,U1_SEQ_OF_EVENTS_4_CD,U1_SEQ_OF_EVENTS_5_CD,U1_SEQ_OF_EVENTS_6_CD,U1_SPECIAL_FUNCTION_CD,U1_TRAFFIC_CONTROL_CD,U1_TURN_CD,U1_TYPE_OF_UNIT_CD,U1_UNIT_SPEED_NBR,U2_AGE_NBR,U2_CONT_CIR_PRIMARY_CD,U2_DIRECTION_FROM_CD,U2_DIRECTION_TO_CD,U2_DISTRACTED_BY_1_CD,U2_GENDER_CD,U2_NON_MOTORIST_LOC_CD,U2_ODPS_UNIT_NBR,U2_POSTED_SPEED_NBR,U2_PRECRASH_ACTION_CD,U2_SEQ_OF_EVENTS_1_CD,U2_SEQ_OF_EVENTS_2_CD,U2_SEQ_OF_EVENTS_3_CD,U2_SEQ_OF_EVENTS_4_CD,U2_SEQ_OF_EVENTS_5_CD,U2_SEQ_OF_EVENTS_6_CD,U2_SPECIAL_FUNCTION_CD,U2_TRAFFIC_CONTROL_CD,U2_TURN_CD,U2_TYPE_OF_UNIT_CD,U2_UNIT_SPEED_NBR,U3_CONT_CIR_PRIMARY_CD,U3_ODPS_UNIT_NBR,U3_PRECRASH_ACTION_CD,U3_SEQ_OF_EVENTS_1_CD,U3_SEQ_OF_EVENTS_2_CD,U3_SEQ_OF_EVENTS_3_CD,U3_SEQ_OF_EVENTS_4_CD,U3_SEQ_OF_EVENTS_5_CD,U3_SEQ_OF_EVENTS_6_CD,U3_SPECIAL_FUNCTION_CD,U3_TRAFFIC_CONTROL_CD,U3_TYPE_OF_UNIT_CD,UNRESTRAIN_OCCUPANTS,WEATHER_COND_CD,V1,Filter,fileNames,Narrative
216130014,20216130014,https://hsip.dot.state.oh.us/api/report/20216130014,2021,7/1/2021 0:00,4,CSTACR00086**C,C,STA,5.04,40.873515,-81.305928,55944,13375,7/21/2021 0:00,Serious injury suspected,Pedalcycles,4,N,NA,N,N,Minor arterial roads,16,1,NA,ee7fff20-f512-445b-8b57-d6e5dec0101d,4639e31b-c666-4985-888e-2227ad3d9829,N,5.04,CSTACR00086**C,N,Daylight,21-34469,2,7,,1,0,2,NIMISHILLEN TOWNSHIP,Four-way intersection,,N,Y,2,N,0,TR,N,,N,PLAIN TOWNSHIP,N,,NA,,EASTON,ST,,,,,N,,,BENTLER,1,,,,AVE,N,N,Y,0,NA,N,NA,0,Dry,Straight level,NA,24697,N,5.04,14,Y,Ran stop sign,North,South,NA,M,N,N,N,Intersection ? other,2,Traffic sign post,1,2,40,Straight ahead,Motor vehicle in transport,Overturn/rollover,Ditch,Traffic sign post,NA,NA,None,Stop sign,No turn,Bicycle,0,36,1,4,3,1,F,NA,2,40,1,15,44,NA,NA,NA,NA,1,6,NT,3,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,2021/pdf/216130014,unit one was traveling south on bentler ave ne. when he approached the stop sign located at the intersection of bentler ave ne and easton st ne he failed to stop and was struck by unit two who was traveling east on easton st ne. unit two then went into a ditch.
216132205,20216132205,https://hsip.dot.state.oh.us/api/report/20216132205,2021,7/1/2021 0:00,7,MMOTMR00447**C,M,MOT,0.384,39.747645,-84.159694,21000,22528,7/23/2021 0:00,Minor injury suspected,Pedalcycles,6,N,NA,N,N,Local roads,20,0,NA,7ec80ad7-c053-4031-a014-d218cfc933b4,58ea393d-48e0-4a96-bb1f-de20d90bd9d7,N,0.384,MMOTMR00447**C,N,Daylight,2107230054,4,7,,1,1,2,DAYTON,Not an intersection,W,N,N,2,N,0.002,,Y,611,N,DAYTON,N,,NA,,Saint Joseph,AVE,,,,,N,,,611TH,3,,,,,N,N,N,0,NA,N,NA,0,Dry,Straight level,NA,106892,N,0.384,6,Y,Not discernible,West,East,Data not valid or not provided,M,N,N,N,Other / unknown,1,Nothing struck,1,2,30,Unknown,Motor vehicle in transport,NA,NA,NA,NA,NA,None,No control,No turn,Bicycle,3,23,1,2,1,1,F,NA,2,25,1,15,NA,NA,NA,NA,NA,1,6,NT,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Clear,NA,Non_WZ_Non_CMV,2021/pdf/216132205,"on july 23, 2021 at 2007 hours, unit 2 was traveling north on saint joseph in the right hand lane going approximately 30 mph and as the unit 2 was passing 611 saint joseph was struck by unit 1 which was a bicycle that entered the roadway from the west. there was no damage to unit 2. unit 1 was driven by a 6 year old."
216132997,20216132997,https://hsip.dot.state.oh.us/api/report/20216132997,2021,7/1/2021 0:00,11,CHOLCR00141**C,C,HOL,0.057,40.517643,-81.685454,80626,99999,7/19/2021 0:00,Fatal,Pedalcycles,2,N,NA,N,N,Local roads,14,0,NA,,,N,0.057,CHOLCR00141**C,N,Daylight,21HC02715,2,7,,1,0,2,WALNUT CREEK TOWNSHIP,Not an intersection,,N,Y,2,N,0,,Y,,N,WALNUT CREEK TOWNSHIP,N,,NA,,,,141,CR,,,N,,,,1,164,TR,,,N,N,N,1,NA,N,NA,0,Dry,Curve grade,NA,22072,N,0.057,17,Y,Ran stop sign,NA,North,NA,F,N,N,N,Data not valid or not provided,2,Nothing struck,1,0,55,Making leftturn,Pedalcycle,NA,NA,NA,NA,NA,None,Stop sign,Left turn,Sport utility vehicle,20,15,1,1,2,1,F,5,2,55,1,20,NA,NA,NA,NA,NA,1,6,NT,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,2021/pdf/216132997,u-1 was norteast bound on tr 164. u-1 slowed down for the stop sign then proceeded to head north on cr 141. u-2 was south bound on cr 141. u-1 then hit u-2 head on. u-2 is a green aventon pace 500 ebike. u-2 was ejected from the bicycle.
216133736,20216133736,https://hsip.dot.state.oh.us/api/report/20216133736,2021,7/1/2021 0:00,12,CCUYCR00740**C,C,CUY,1.182,41.49316,-81.80217,41664,17668,7/26/2021 0:00,Minor injury suspected,Pedalcycles,2,N,NA,N,N,Local roads,18,0,NA,21a3df73-60a2-4902-a875-a4829839d904,d13d2468-a4d5-487d-8ca1-f5131eab6213,N,1.182,CCUYCR00740**C,N,Daylight,21-002246,4,7,,1,1,2,LAKEWOOD,Not an intersection,,N,N,4,N,0,,Y,15119,N,LAKEWOOD,N,,NA,,Lake,AVE,,,,,N,,,15119TH,3,,,,,N,N,N,0,NA,N,NA,0,Dry,Straight grade,NA,90298,N,1.182,25,Y,Failure to yield,East,South,NA,F,N,N,N,Data not valid or not provided,2,Nothing struck,1,2,35,Making leftturn,Pedalcycle,NA,NA,NA,NA,NA,None,No control,Left turn,Sport utility vehicle,10,59,1,4,3,1,F,6,2,35,1,20,NA,NA,NA,NA,NA,1,6,NT,26,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,2021/pdf/216133736,"unit #2 was traveling east on lake in the bike lane. unit #1 was traveling west on lake and was going to make a left hand turn into the driveway of 15119 lake ave. the driver of unit #1 did not see the bicyclist and made it's left had turn in front of unit #2. the rider of unit #2 couldn't stop and it struck the right rear quarter panel area of unit #1. the rider of unit #2, mary ditto, then flipped over the handle bars and landed in the street. unit #2 is a white colored specialized shimano with a possible serial numbers of wud80106597b or stc27l0399. this was impounded since ditto was transported the fairview hospital."
216134485,20216134485,https://hsip.dot.state.oh.us/api/report/20216134485,2021,7/1/2021 0:00,11,SHOLSR00039**C,S,HOL,28.554,40.538138,-81.722632,80626,99999,7/16/2021 0:00,Serious injury suspected,Pedalcycles,6,N,Two-way roadway,N,N,Minor arterial roads,16,1,NA,,,N,28.554,SHOLSR00039**C,N,Daylight,21HC02670,1,7,,2,0,2,WALNUT CREEK TOWNSHIP,Not an intersection,W,N,N,2,Y,0.3,SR,N,,N,WALNUT CREEK TOWNSHIP,N,,NA,,,,39,SR,,,N,,,,1,515,SR,,,N,N,N,0,NA,N,3,0,Dry,Straight grade,NA,184248,N,73.429,13,Y,Improper crossing,South,West,NA,F,N,N,N,Travel lane ? other location,2,Nothing struck,1,2,55,Entering traffic lane,Motor vehicle in transport,NA,NA,NA,NA,NA,None,No control,Left turn,Bicycle,5,51,1,2,1,1,M,NA,2,55,1,15,NA,NA,NA,NA,NA,1,6,NT,3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Cloudy,NA,Non_WZ_Non_CMV,2021/pdf/216134485,unit 1 was westbound on sr 39 on the shouder of the roadway. unit 2 was westbound on sr 39 traveling approximatley 50 mph. unit 1 then made a left turn on to sr 39 in front of unit 2. unit 2 was unable to stop striking unit 1. u-1 was a e-bike
216141093,20216141093,https://hsip.dot.state.oh.us/api/report/20216141093,2021,8/1/2021 0:00,12,CCUYCR00232**C,C,CUY,3.598,41.485609,-81.789466,41664,17668,8/5/2021 0:00,Serious injury suspected,Pedalcycles,5,N,NA,N,N,Major collector roads,21,1,NA,2e2ae5e7-d321-4d5e-9436-bc1db038c8de,2c28725c-ce64-4749-989b-87b5f9b3d997,N,3.598,CCUYCR00232**C,N,Dark - lighted roadway,21-002385,4,8,,1,0,2,LAKEWOOD,Four-way intersection,,N,Y,4,N,0,US,Y,,N,LAKEWOOD,N,,NA,,BUNTS,RD,,,,,N,,,,1,6,US,A,,N,N,N,0,NA,N,NA,0,Dry,Straight level,NA,29396,N,3.598,54,Y,Failure to yield,West,North,NA,F,N,N,N,Data not valid or not provided,2,Nothing struck,1,0,25,Making leftturn,Pedalcycle,NA,NA,NA,NA,NA,None,Signal,Left turn,Sport utility vehicle,15,21,1,4,3,1,F,1,2,NA,1,20,43,NA,NA,NA,NA,1,2,NT,26,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,2021/pdf/216141093,"unit #1 was traveling east on us-6a (detroit ave.) and turned left (north) onto bunts rd. unit #2 was legally crossing bunts rd., in the crosswalk on a crossing signal, and was struck by unit #1."
216141242,20216141242,https://hsip.dot.state.oh.us/api/report/20216141242,2021,8/1/2021 0:00,5,MFAIMR00525**C,M,FAI,0.004,39.7162,-82.601796,41720,99741,8/4/2021 0:00,Minor injury suspected,Pedalcycles,4,N,NA,N,N,Local roads,13,0,NA,329c3127-104f-4420-b0fb-76dcf3e4c6bc,08fa4f4c-25df-4db6-b6a0-0f45c2c5dfc4,N,0.004,MFAIMR00525**C,N,Daylight,21-04651,4,8,,0,2,2,LANCASTER,Not an intersection,,N,Y,2,N,0,MR,N,,N,LANCASTER,N,,NA,N,Broad,ST,,,,,N,,W,Mulberry,1,,,,ST,N,Y,N,0,NA,N,NA,0,Dry,Straight level,NA,309483,N,0.004,68,Y,Other improper action,South,North,NA,M,N,N,N,Intersection ? marked crosswalk,2,Nothing struck,1,2,25,Straight ahead,Motor vehicle in transport,NA,NA,NA,NA,NA,None,No control,No turn,Bicycle,5,60,1,4,3,1,M,NA,2,25,1,15,NA,NA,NA,NA,NA,1,2,NT,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,2021/pdf/216141242,unit 2 was on west mulberry street stopped at the intersection of north broad street. unit 2 was then struck by unit 1 on the passenger side fender. unit 1 was north bound on the sidewalk riding an electric bicycle. unit 1 left the sidewalk entered the crosswalk and struck unit 2.
216142257,20216142257,https://hsip.dot.state.oh.us/api/report/20216142257,2021,7/1/2021 0:00,12,SLAKUS00006**C,S,LAK,4.054,41.588022,-81.412374,85512,99999,7/23/2021 0:00,Injury possible,Pedalcycles,6,N,Two-way roadway,N,N,Minor arterial roads,14,0,NA,,,N,4.054,SLAKUS00006**C,N,Daylight,21-006397,4,7,,2,0,2,WILLOUGHBY HILLS,Not an intersection,N,N,N,2,N,0.009,,N,37020,N,WILLOUGHBY HILLS,N,,NA,,,,6,,,,N,,,,3,,,,,N,N,N,0,NA,N,3,1,Dry,Straight grade,NA,260369,N,193.245,60,Y,Not discernible,East,West,NA,M,N,N,N,Travel lane ? other location,2,Nothing struck,1,2,45,Straight ahead,Motor vehicle in transport,NA,NA,NA,NA,NA,None,No control,No turn,Bicycle,8,61,1,3,4,1,F,NA,2,45,4,15,NA,NA,NA,NA,NA,1,6,NT,3,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,2021/pdf/216142257,"operator of unit 1 exited the roadway right, lost balance due to uneven surface, and fell left into unit 2."
216142906,20216142906,https://hsip.dot.state.oh.us/api/report/20216142906,2021,8/1/2021 0:00,11,SHOLSR00241**C,S,HOL,7.799,40.62392,-81.809505,70156,99999,8/4/2021 0:00,Injury possible,Pedalcycles,4,N,Two-way roadway,N,N,Major collector roads,16,0,NA,e952cfbf-06c7-4156-b530-a31f9ab72ffc,c5993619-f645-4098-8d43-786bfb1d5c3a,N,7.799,SHOLSR00241**C,N,Daylight,21HC02966,1,8,,1,0,2,SALT CREEK TOWNSHIP,Not an intersection,,N,Y,2,Y,0,CR,Y,,N,SALT CREEK TOWNSHIP,N,,NA,,,,241,SR,,,N,,,,1,235,CR,,,N,N,N,0,NA,N,3,1,Dry,Curve grade,NA,297751,N,7.799,23,Y,Failure to yield,North,East,NA,F,N,N,N,Data not valid or not provided,2,Nothing struck,1,0,55,Making leftturn,Pedalcycle,NA,NA,NA,NA,NA,None,Stop sign,Left turn,Sport utility vehicle,0,16,1,3,8,1,M,5,2,55,1,20,NA,NA,NA,NA,NA,NA,6,LT,26,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,2021/pdf/216142906,uni 1 was facing southbound on cr 235 at the stop sign waiting for an eastsbound truck making a left turn onto cr 235. after the truck turned onto cr 235 unit1 began to turn eastbound onto sr 241 and stated that she didnt see the unit 2 going west on sr 241 and was struck by unit 2. the rider of unit 2 stated he was wearing a reflective vest and helmet however the driver of unit 1 stated he was only wearing a helmet. the rider of unit 2 did have a yellow vest with him but was not wearing it when i arrived. the rider of unit 2 also had minor injuries to his lips but was not transported from the scene. both vehicles were moved prior to arrival.
216142911,20216142911,https://hsip.dot.state.oh.us/api/report/20216142911,2021,8/1/2021 0:00,11,SHOLSR00039**C,S,HOL,26.846,40.546135,-81.751374,80626,99999,8/3/2021 0:00,Minor injury suspected,Pedalcycles,3,N,Two-way roadway,N,N,Minor arterial roads,16,0,NA,25f706b1-1b97-4d75-bdc4-e3ad0be6dcd8,9d753d7b-a71e-41fe-b1c4-d8f2131530f7,N,26.846,SHOLSR00039**C,N,Daylight,21HC02949,1,8,,2,1,2,WALNUT CREEK TOWNSHIP,Not an intersection,,N,N,2,Y,0,TR,N,,N,WALNUT CREEK TOWNSHIP,N,,NA,,,,39,SR,,,N,,,,1,401,TR,,,N,N,Y,0,NA,N,3,0,Dry,Straight level,NA,296083,N,71.721,30,Y,Unsafe speed,East,West,NA,M,N,N,N,Data not valid or not provided,2,Nothing struck,1,0,5,Slowing or stopped in traffic,Pedalcycle,NA,NA,NA,NA,NA,None,No control,No turn,Sport utility vehicle,50,29,1,3,4,1,F,6,2,50,1,20,NA,NA,NA,NA,NA,1,6,NT,26,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,2021/pdf/216142911,"unit 1 was west on state route 39. unit 2 was west on state route 39 on the shoulder lane. unit 1 driver states that a car was stopped in front of him making a left turn. unit 1 avoided hitting the rear of the car and turned right, striking unit 2. unit 2 was an e-bike. unit 2 operator fell off the bike and had minor injury. unit 2 operator was transported to the hospital."
216143474,20216143474,https://hsip.dot.state.oh.us/api/report/20216143474,2021,8/1/2021 0:00,2,CLUCCR00005**C,C,LUC,8.977,41.689877,-83.706116,76025,87868,8/10/2021 0:00,Serious injury suspected,Pedalcycles,3,N,NA,N,N,Minor arterial roads,17,1,NA,,,N,8.977,CLUCCR00005**C,N,Daylight,202110429,2,8,,1,0,2,SYLVANIA TOWNSHIP,Not an intersection,N,N,N,2,N,0.003,,Y,6805,N,SYLVANIA TOWNSHIP,N,,NA,,SYLVANIA,AVE,,,,,N,,,,3,,,,,N,N,N,0,NA,N,NA,0,Dry,Straight level,NA,2657,N,8.977,55,Y,Failure to yield,East,South,NA,F,N,N,N,Data not valid or not provided,2,Nothing struck,2,0,40,Making leftturn,Pedalcycle,NA,NA,NA,NA,NA,None,No control,Left turn,Sport utility vehicle,15,24,1,4,3,1,M,6,1,40,1,20,NA,NA,NA,NA,NA,NA,6,NT,26,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,2021/pdf/216143474,unit 1 (bicycle) was eb in the designated bike lane passing stopped traffic on w. sylvania ave near 6805. unit 2 failed to yield the right of way and turned from wb sylvania ave to sb private drive (6805 w. sylvania ave) in front of oncoming unit 1. unit 1 was injured and taken to the hospital by ambulance.
216178668,20216178668,https://hsip.dot.state.oh.us/api/report/20216178668,2021,6/1/2021 0:00,12,CCUYCR00252**C,C,CUY,1.937,41.474016,-81.768794,41664,17668,6/9/2021 0:00,Minor injury suspected,Pedalcycles,4,N,NA,N,N,Other principal arterial roads,16,0,NA,0e115b04-95a5-48e9-9d8b-fc44908c1e9c,41f579fe-8cee-4dec-8fe8-fb4426fc031b,N,1.937,CCUYCR00252**C,N,Daylight,21-001724,4,6,7,1,1,2,LAKEWOOD,Not an intersection,,N,Y,4,N,0,CR,N,,N,LAKEWOOD,N,,NA,W,117th,ST,,,,,N,,,Berea,1,,,,RD,N,N,N,0,NA,N,NA,0,Dry,Straight grade,NA,30347,N,1.937,0,Y,Ran red light,North,South,NA,F,N,N,N,Data not valid or not provided,4,Nothing struck,1,2,25,Straight ahead,Pedalcycle,NA,NA,NA,NA,NA,None,Signal,No turn,Sport utility vehicle,25,40,1,4,3,1,M,1,2,25,20,20,NA,NA,NA,NA,NA,NA,2,NT,26,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,2021/pdf/216178668,"unit #2 was riding his bike on the north sidewalk and was crossing over w. 117th street with a walk signal that was counting down. the rider of unit #2,antonio d. herrera, advised that when he started to cross over w 117th the signal count down was at 3. he advised that this was enough time for him to make it across w. 117th street while on his bike. unit #1 was traveling south on w. 117th street and it struck unit #2. unit #1 left the scene without exchanging information with unit #2."
213148033,20213148033,https://hsip.dot.state.oh.us/api/report/20213148033,2021,8/1/2021 0:00,6,MFRAMR00705**C,M,FRA,0.04,40.001931,-83.007609,18000,19234,8/14/2021 0:00,Injury possible,Pedalcycles,7,Y,NA,N,N,Local roads,19,0,NA,dfaa1a94-5adc-45fe-b066-d9d78e5f1cc4,3a5e6aa4-5f03-44f3-a8f0-bf5076d89483,N,0.04,MFRAMR00705**C,N,Daylight,210607052,4,8,,1,0,2,COLUMBUS,T-intersection,,N,Y,2,N,0,MR,Y,,N,COLUMBUS,N,,NA,E,17th,AVE,,,,,N,,N,High,1,,,,ST,N,N,N,0,NA,N,NA,1,Dry,Straight level,NA,116593,N,0.04,29,Y,Failure to yield,South,East,"Manually operating an electronic communication device (texting, typing, dialing)",M,N,N,N,Data not valid or not provided,2,Nothing struck,1,0,35,Making righturn,Pedalcycle,NA,NA,NA,NA,NA,None,No control,Right turn,Sport utility vehicle,10,16,20,NA,NA,1,M,1,2,NA,1,20,NA,NA,NA,NA,NA,3,6,NT,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,NA,NA
213150664,20213150664,https://hsip.dot.state.oh.us/api/report/20213150664,2021,8/1/2021 0:00,8,SHAMSR00125**C,S,HAM,7.447,39.071917,-84.314723,1980,16885,8/17/2021 0:00,Minor injury suspected,Pedalcycles,3,N,Two-way roadway,N,N,Other principal arterial roads,12,0,NA,ad9fb163-0366-488a-9fbd-6421818f367b,8757e21f-d78d-4a7e-aea8-4fabc95b7d9b,N,7.447,SHAMSR00125**C,N,Daylight,CR-2021-001861,1,8,N,2,1,2,ANDERSON TOWNSHIP,Driveway/alley access,,N,N,4,Y,0,,N,8632,N,ANDERSON TOWNSHIP,N,,NA,,Beechmont,AVE,125,,,,N,,,,3,,,,,N,N,N,0,NA,N,3,0,Dry,Straight level,NA,142145,N,7.447,14,Y,Improper crossing,West,East,NA,M,N,N,N,Sidewalk,4,Nothing struck,1,2,0,Entering traffic lane,Motor vehicle in transport,NA,NA,NA,NA,NA,None,No control,No turn,Bicycle,0,47,1,1,4,1,F,NA,2,NA,5,15,NA,NA,NA,NA,NA,1,6,RT,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Cloudy,NA,Non_WZ_Non_CMV,NA,NA
213150856,20213150856,https://hsip.dot.state.oh.us/api/report/20213150856,2021,6/1/2021 0:00,4,MSUMMR01035**C,M,SUM,0.479,41.05448,-81.504807,1000,766,6/14/2021 0:00,Minor injury suspected,Pedalcycles,2,N,NA,N,N,Local roads,0,0,NA,700553e7-62b1-4412-b93a-0508bc943300,d35b1a27-882f-405b-9eac-cb378c67fcc8,N,0.479,MSUMMR01035**C,N,Daylight,2021-00074262,4,6,,1,1,2,AKRON,Not an intersection,,N,N,2,N,0,CR,N,,N,AKRON,N,,NA,S,LN,HWY,,,,,N,,,COVENTRY,1,,,,ST,N,Y,N,0,NA,N,NA,0,Dry,Straight level,NA,129807,N,0.479,7,Y,Improper crossing,East,West,Other / unknown,M,N,N,N,Travel lane ? other location,2,Nothing struck,2,2,25,Entering traffic lane,Motor vehicle in transport,NA,NA,NA,NA,NA,None,No control,No turn,Bicycle,0,66,1,2,1,1,M,NA,1,25,1,15,NA,NA,NA,NA,NA,1,6,NT,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,2021/pdf/213150856,unit #1 was north on coventry st. unit #2 was a juvenile riding a bicycle. unit #2 left a driveway access into the road and struck unit #1.
212237675,20212237675,https://hsip.dot.state.oh.us/api/report/20212237675,2021,11/1/2021 0:00,6,SFRAUS00023**C,S,FRA,21.97,40.09798,-83.017508,86604,19234,11/9/2021 0:00,Injury possible,Pedalcycles,3,N,Two-way roadway,N,N,Other principal arterial roads,0,0,NA,,,N,21.97,SFRAUS00023**C,N,Dark - lighted roadway,21-1163,4,11,,1,0,2,WORTHINGTON,Not an intersection,N,N,N,4,N,0.131,,Y,,N,WORTHINGTON,N,,NA,,,,23,US,,,N,,,WORTHINGTON GALENA,1,,,,RD,N,N,N,0,NA,N,3,1,Dry,Straight grade,NA,316157,N,100.29,22,Y,Other improper action,North,South,NA,F,N,N,N,Sidewalk,4,Nothing struck,2,2,35,Straight ahead,Motor vehicle in transport,NA,NA,NA,NA,NA,None,No control,No turn,Bicycle,12,33,1,3,4,1,F,NA,1,15,11,15,NA,NA,NA,NA,NA,13,6,NT,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Cloudy,NA,Non_WZ_Non_CMV,NA,NA
